QW917_000002	extracellular region;lytic vacuole;cellular anatomical entity;membrane;cytoplasm;lysosome;intracellular membrane-bounded organelle;vacuole;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;extracellular space;peptidase activity;hydrolase activity;cysteine-type endopeptidase activity;cysteine-type peptidase activity;catalytic activity;endopeptidase activity;catalytic activity, acting on a protein;cellular process;catabolic process;organonitrogen compound catabolic process;proteolysis;protein catabolic process;metabolic process;protein metabolic process;protein metabolic process;proteolysis involved in protein catabolic process;nitrogen compound metabolic process;organonitrogen compound metabolic process;macromolecule catabolic process;cellular metabolic process;obsolete cellular macromolecule metabolic process;obsolete cellular macromolecule catabolic process;organic substance catabolic process;cellular catabolic process;primary metabolic process;organic substance metabolic process;protein catabolic process;macromolecule metabolic process"
QW917_000082	"vacuolar membrane;lysosomal membrane;vesicle;membrane;endomembrane system;intracellular membrane-bounded organelle;intracellular anatomical structure;Golgi apparatus subcompartment;bounding membrane of organelle;vacuole;organelle membrane;intracellular organelle;membrane-bounded organelle;lytic vacuole membrane;organelle;intracellular vesicle;organelle subcompartment;cytoplasm;trans-Golgi network;lytic vacuole;Golgi apparatus;plasma membrane;endosome;cell periphery;lysosome;cytoplasmic vesicle;cellular anatomical entity;phosphotransferase activity, alcohol group as acceptor;kinase activity;transferase activity;catalytic activity;transferase activity, transferring phosphorus-containing groups;phosphatidylinositol metabolic process;organelle organization;cellular process;lipid biosynthetic process;endosome organization;glycerolipid biosynthetic process;phosphatidylinositol phosphate biosynthetic process;glycerolipid metabolic process;organic substance biosynthetic process;phosphorus metabolic process;organophosphate metabolic process;metabolic process;phosphatidylinositol biosynthetic process;cellular component organization;organophosphate biosynthetic process;cellular biosynthetic process;cellular metabolic process;phosphate-containing compound metabolic process;biosynthetic process;glycerophospholipid metabolic process;primary metabolic process;phospholipid metabolic process;organic substance metabolic process;cellular component organization or biogenesis;vesicle organization;phospholipid biosynthetic process;lipid metabolic process;glycerophospholipid biosynthetic process;endomembrane system organization;Golgi organization;cellular lipid metabolic process"
QW917_000096	cellular process;organelle organization;vesicle-mediated transport;localization;protein localization to extracellular region;exocytic process;regulation of secretion;exocytosis;vesicle fusion;cellular component organization;regulation of localization;regulation of exocytosis;regulation of transport;organelle localization;protein localization;biological regulation;organelle membrane fusion;organic substance transport;establishment of protein localization;protein secretion;regulation of vesicle-mediated transport;organelle fusion;regulation of secretion by cell;membrane fusion;regulation of biological process;secretion by cell;regulation of cellular process;membrane organization;vesicle fusion to plasma membrane;nitrogen compound transport;export from cell;cellular localization;secretion;transport;cellular component organization or biogenesis;macromolecule localization;vesicle organization;establishment of localization;protein transport;establishment of protein localization to extracellular region
QW917_000097	intracellular anatomical structure;membrane;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;nucleus;organelle;cellular anatomical entity;protein binding;transcription coregulator activity;RNA polymerase binding;transcription regulator activity;binding;enzyme binding
QW917_000099	non-membrane-bounded organelle;cytoskeleton;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular anatomical structure;organelle;cellular anatomical entity;protein binding;microtubule binding;tubulin binding;cytoskeletal protein binding;binding;microtubule-based process;organelle organization;cellular process;cellular component organization or biogenesis;microtubule anchoring;microtubule cytoskeleton organization;cellular component organization;cytoskeleton organization
QW917_000100	"transferase activity;catalytic activity, acting on a nucleic acid;nucleotidyltransferase activity;DNA-directed DNA polymerase activity;DNA polymerase activity;catalytic activity;catalytic activity, acting on DNA;transferase activity, transferring phosphorus-containing groups;cellular process;cellular response to stress;double-strand break repair;DNA damage response;response to stimulus;metabolic process;response to stress;organic cyclic compound metabolic process;DNA metabolic process;nitrogen compound metabolic process;cellular metabolic process;cellular aromatic compound metabolic process;obsolete cellular macromolecule metabolic process;cellular response to stimulus;primary metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;cellular nitrogen compound metabolic process;DNA repair;organic substance metabolic process;macromolecule metabolic process;heterocycle metabolic process"
QW917_000101	"hydrolase activity;peptidase activity;metalloendopeptidase activity;metallopeptidase activity;catalytic activity;endopeptidase activity;catalytic activity, acting on a protein"
QW917_000101	"hydrolase activity;peptidase activity;metalloendopeptidase activity;metallopeptidase activity;catalytic activity;endopeptidase activity;catalytic activity, acting on a protein"
QW917_000102	intracellular anatomical structure;membrane;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;nucleus;organelle;cellular anatomical entity
QW917_000102	intracellular anatomical structure;membrane;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;nucleus;organelle;cellular anatomical entity
QW917_000105	"protein binding;molecular function regulator activity;enzyme regulator activity;enzyme activator activity;oxidoreductase activity;catalytic activity;oxidoreductase activity, acting on NAD(P)H;binding;cellular metabolic process;cellular process;metabolic process"
QW917_000107	"catalytic step 2 spliceosome;protein-containing complex;spliceosomal complex;membrane;intracellular membrane-bounded organelle;catalytic complex;ribonucleoprotein complex;intracellular anatomical structure;spliceosomal snRNP complex;intracellular organelle;nuclear protein-containing complex;membrane-bounded organelle;organelle;precatalytic spliceosome;U5 snRNP;small nuclear ribonucleoprotein complex;Sm-like protein family complex;Prp19 complex;nucleus;cellular anatomical entity;RNA binding;heterocyclic compound binding;organic cyclic compound binding;nucleic acid binding;binding;cellular process;protein-RNA complex organization;RNA splicing;cellular component assembly;mRNA processing;cellular component biogenesis;mRNA metabolic process;RNA metabolic process;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;regulation of metabolic process;metabolic process;cellular component organization;RNA splicing, via transesterification reactions;regulation of nitrogen compound metabolic process;organic cyclic compound metabolic process;gene expression;regulation of RNA splicing;ribonucleoprotein complex biogenesis;biological regulation;nitrogen compound metabolic process;cellular metabolic process;RNA processing;regulation of cellular metabolic process;cellular aromatic compound metabolic process;regulation of RNA metabolic process;regulation of primary metabolic process;regulation of macromolecule metabolic process;regulation of biological process;regulation of gene expression;regulation of nucleobase-containing compound metabolic process;regulation of cellular process;protein-containing complex organization;primary metabolic process;regulation of alternative mRNA splicing, via spliceosome;nucleic acid metabolic process;nucleobase-containing compound metabolic process;regulation of mRNA metabolic process;cellular nitrogen compound metabolic process;protein-containing complex assembly;organic substance metabolic process;cellular component organization or biogenesis;protein-containing complex assembly;protein-RNA complex assembly;spliceosomal complex assembly;regulation of mRNA splicing, via spliceosome;regulation of mRNA processing;mRNA splicing, via spliceosome;mRNA splice site recognition;alternative mRNA splicing, via spliceosome;macromolecule metabolic process;heterocycle metabolic process"
QW917_000108	"plasma membrane;cell periphery;membrane;cytoplasm;endomembrane system;intracellular membrane-bounded organelle;vacuole;endoplasmic reticulum;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;ubiquitin-like protein ligase activity;transferase activity;ubiquitin-like protein transferase activity;ubiquitin protein ligase activity;catalytic activity;catalytic activity, acting on a protein;ubiquitin-protein transferase activity"
